"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-09,"Meghalaya","India","IN","IND",0.0175438596491228,0,0.051626232329365,0.0175438596491228,0,0.051626232329365,0.0526315789473684,0,0.110600246077832,0.0354187355180404,0.0288276239098535,0.0420098471262273
2020-05-09,"Mizoram","India","IN","IND",0.0434782608695652,0,0.126820982266037,0,0,0,0,0,0,0,0,0
2020-05-09,"NCT of Delhi","India","IN","IND",0.00365853658536585,0,0.00779090437841094,0.00365853658536585,0,0.00779090437841094,0.0195121951219512,0.0100451307935033,0.0289792594503992,0.00463058953624991,0.00399191662939577,0.00526926244310406
2020-05-09,"Nagaland","India","IN","IND",0.0338983050847458,0,0.0800749632160286,0,0,0,0,0,0,0.0642788615286217,0.0556829594650974,0.072874763592146
2020-05-09,"Odisha","India","IN","IND",0.00166389351081531,0,0.00492235061566936,0.00166389351081531,0,0.00492235061566936,0.0249584026622296,0.0124865543382583,0.037430250986201,0.0209085486453395,0.019337294294246,0.0224798029964331
2020-05-09,"Puducherry","India","IN","IND",0,0,0,0,0,0,0,0,0,0.000483792936623125,0,0.00143178027035207
2020-05-09,"Punjab","India","IN","IND",0.00279329608938547,0,0.00665912528184994,0.00279329608938547,0,0.00665912528184994,0.00977653631284916,0.00256959981898481,0.0169834728067135,0.00853296586813653,0.00760494166484084,0.00946099007143222
2020-05-09,"Rajasthan","India","IN","IND",0.0101971447994562,0.00506315030105076,0.0153311392978615,0.00815771583956492,0.0035610032430641,0.0127544284360657,0.0169952413324269,0.0103900829971991,0.0236003996676547,0.0158197322220936,0.0149426667989217,0.0166967976452656
2020-05-09,"Sikkim","India","IN","IND",0,0,0,0,0,0,0,0,0,0.00102915951972556,0,0.0021931423256255
2020-05-09,"Tamil Nadu","India","IN","IND",0.00546448087431694,0.000687844865591836,0.010241116883042,0.00109289617486339,0,0.00323376248435107,0.0131147540983607,0.00574333763760374,0.0204861705591176,0.00608909968311828,0.00539519273448737,0.0067830066317492
2020-05-09,"Telangana","India","IN","IND",0.00391542678151919,0.000490192334899273,0.0073406612281391,0.000783085356303837,0,0.00231730338660675,0.00704776820673453,0.00245956518474837,0.0116359712287207,0.00392772977219167,0.00345576217891956,0.00439969736546379
2020-05-09,"Tripura","India","IN","IND",0.0198019801980198,0,0.046972542445368,0,0,0,0.0396039603960396,0.0015690941678831,0.0776388266241961,0.00952736783112273,0.00692506894582502,0.0121296667164204
