"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"India","Jammu and Kashmir",2020-06-11,4574,52,1820,2702,"IN","IND"
"India","Mizoram",2020-06-11,102,0,1,101,"IN","IND"
"India","Nagaland",2020-06-11,128,0,22,106,"IN","IND"
"India","Punjab",2020-06-11,2887,59,2259,569,"IN","IND"
"India","Tamil Nadu",2020-06-11,38716,349,20705,17662,"IN","IND"
"India","Unknown",2020-06-11,8315,0,0,8315,"IN","IND"
"India","Puducherry",2020-06-11,157,2,67,88,"IN","IND"
"India","Rajasthan",2020-06-11,11838,265,8775,2798,"IN","IND"
"India","Himachal Pradesh",2020-06-12,470,6,280,184,"IN","IND"
"India","Jammu and Kashmir",2020-06-12,4574,52,1820,2702,"IN","IND"
"India","Jharkhand",2020-06-12,1599,8,630,961,"IN","IND"
"India","Karnataka",2020-06-12,6245,72,2977,3196,"IN","IND"
"India","Kerala",2020-06-12,2244,18,968,1258,"IN","IND"
"India","Ladakh",2020-06-12,135,1,54,80,"IN","IND"
"India","Madhya Pradesh",2020-06-12,10241,431,7042,2768,"IN","IND"
"India","Maharashtra",2020-06-12,97648,3590,46078,47980,"IN","IND"
"India","Manipur",2020-06-12,366,0,73,293,"IN","IND"
"India","Meghalaya",2020-06-12,44,1,18,25,"IN","IND"
"India","Mizoram",2020-06-12,102,0,1,101,"IN","IND"
"India","Nagaland",2020-06-12,128,0,22,106,"IN","IND"
"India","Odisha",2020-06-12,3386,9,2354,1023,"IN","IND"
"India","Puducherry",2020-06-12,157,2,67,88,"IN","IND"
"India","Punjab",2020-06-12,2887,59,2259,569,"IN","IND"
"India","Rajasthan",2020-06-12,11838,265,8775,2798,"IN","IND"
"India","Sikkim",2020-06-12,14,0,2,12,"IN","IND"
"India","Tamil Nadu",2020-06-12,38716,349,20705,17662,"IN","IND"
"India","Telangana",2020-06-12,4320,165,1993,2162,"IN","IND"
"India","Tripura",2020-06-12,913,1,278,634,"IN","IND"
"India","Unknown",2020-06-12,8315,0,0,8315,"IN","IND"
"India","Uttar Pradesh",2020-06-12,12088,345,7292,4451,"IN","IND"
"India","Uttarakhand",2020-06-12,1643,15,842,786,"IN","IND"
"India","West Bengal",2020-06-12,9768,442,3988,5338,"IN","IND"
"India","Arunachal Pradesh",2020-06-12,61,0,4,57,"IN","IND"
"India","Assam",2020-06-12,3319,6,1432,1881,"IN","IND"
"India","Bihar",2020-06-12,5983,36,3266,2681,"IN","IND"
"India","Chandigarh",2020-06-12,332,5,286,41,"IN","IND"
"India","Chhattisgarh",2020-06-12,1398,6,447,945,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-12,30,0,2,28,"IN","IND"
"India","Delhi",2020-06-12,34687,1085,12731,20871,"IN","IND"
"India","Goa",2020-06-12,417,0,67,350,"IN","IND"
"India","Gujarat",2020-06-12,22032,1385,15101,5546,"IN","IND"
"India","Haryana",2020-06-12,5968,64,2260,3644,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-12,38,0,33,5,"IN","IND"
"India","Andhra Pradesh",2020-06-12,5429,80,3048,2301,"IN","IND"
"India","Maharashtra",2020-06-13,101141,3717,47796,49628,"IN","IND"
"India","Manipur",2020-06-13,385,0,77,308,"IN","IND"
"India","Meghalaya",2020-06-13,44,1,22,21,"IN","IND"
"India","Mizoram",2020-06-13,104,0,1,103,"IN","IND"
"India","Nagaland",2020-06-13,156,0,49,107,"IN","IND"
"India","Odisha",2020-06-13,3498,10,2474,1014,"IN","IND"
"India","Puducherry",2020-06-13,157,2,67,88,"IN","IND"
"India","Punjab",2020-06-13,2986,63,2282,641,"IN","IND"
"India","Rajasthan",2020-06-13,12068,272,8898,2898,"IN","IND"
"India","Sikkim",2020-06-13,63,0,2,61,"IN","IND"
"India","Tamil Nadu",2020-06-13,40698,367,22047,18284,"IN","IND"
"India","Telangana",2020-06-13,4484,174,2278,2032,"IN","IND"
"India","Tripura",2020-06-13,961,1,278,682,"IN","IND"
"India","Unknown",2020-06-13,7984,0,0,7984,"IN","IND"
"India","Uttar Pradesh",2020-06-13,12616,365,7609,4642,"IN","IND"
"India","Uttarakhand",2020-06-13,1724,21,947,756,"IN","IND"
"India","West Bengal",2020-06-13,10244,451,4206,5587,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-13,38,0,33,5,"IN","IND"
"India","Andhra Pradesh",2020-06-13,5680,80,3105,2495,"IN","IND"
"India","Arunachal Pradesh",2020-06-13,67,0,4,63,"IN","IND"
"India","Assam",2020-06-13,3498,8,1537,1953,"IN","IND"
"India","Bihar",2020-06-13,6103,36,3587,2480,"IN","IND"
"India","Chandigarh",2020-06-13,334,5,286,43,"IN","IND"
"India","Chhattisgarh",2020-06-13,1429,6,550,873,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-13,30,0,2,28,"IN","IND"
"India","Delhi",2020-06-13,36824,1214,13398,22212,"IN","IND"
"India","Goa",2020-06-13,463,0,69,394,"IN","IND"
"India","Gujarat",2020-06-13,22527,1415,15493,5619,"IN","IND"
"India","Haryana",2020-06-13,6334,70,2475,3789,"IN","IND"
"India","Himachal Pradesh",2020-06-13,486,6,297,183,"IN","IND"
"India","Jammu and Kashmir",2020-06-13,4730,53,2086,2591,"IN","IND"
