"ISO2","ISO_3","country_agg","region_agg","date","count","cli","cli_weight","cliWHO","cliWHO_weight","cli_local","count_local","weight","count_7days","cli_7days","cli_weight_7days","cliWHO_7days","cliWHO_weight_7days","cli_local_7days","count_local_7days","weight_7days","p_cli","p_cli_weight","p_cliWHO","p_cliWHO_weight","p_cli_local","p_cli_7days","p_cliWHO_7days","p_cli_local_7days","p_cli_smooth","p_cli_weight_smooth","p_cliWHO_smooth","p_cliWHO_weight_smooth","p_cli_local_smooth","slope_cli_smooth_7days","slope_cliWHO_smooth_7days","slope_cli_weight_smooth_7days","slope_cliWHO_weight_smooth_7days","slope_cli_local_smooth_7days"
"IN","IND","India","Chhattisgarh",2021-03-22,100,2,73142.9213876745,0,0,31,93,18462700.2423892,700,6,2551858.82219399,1,1837076.10970085,118,653,162104599.757274,0.02,0.00396165893544342,0,0,0.00469483568075117,0.00857142857142857,0.00142857142857143,0.00254513297241335,0.0136780497863431,0.0159605959389736,0.00568958418739499,0.00851213581210815,0.00349021685918159,0.00048444429124937,0.00020327032933154,0.000614734326180076,0.00033360239897723,0.000107983329894585
"IN","IND","India","Goa",2021-03-22,100,1,101645.689718997,0,0,14,93,8168847.68750024,700,9,610393.861968821,0,0,85,638,44797286.4475591,0.01,0.0124430878879689,0,0,0.00212024837195214,0.0128571428571429,0,0.00187646253697735,0.0074064633009829,0.0147564314499243,0.00173568349482378,0.00791697754126451,0.00225838925011402,-6.54137953889931e-05,-0.000234584788121107,-0.0006959379453328,-0.000982995786266935,3.3885791379471e-05
"IN","IND","India","Gujarat",2021-03-22,264,2,107955.828343274,0,0,65,251,37920309.1643728,1789,15,2137549.97837773,6,1160552.53191058,393,1702,268129697.026993,0.00757575757575758,0.00284691319037823,0,0,0.0036473823017788,0.00838457238680827,0.00335382895472331,0.0032521805332583,0.0141851292057811,0.0140664849692434,0.00561022166097674,0.00666847603218169,0.00470360764641122,0.000260188950421075,0.000203325250397533,0.000357404667118002,0.000190623309255682,0.000182634039340147
"IN","IND","India","Haryana",2021-03-22,167,4,107101.767180835,1,41111.8785056461,19,158,15657162.29546,1192,16,1104303.84078133,9,526537.561321362,142,1124,112025143.88805,0.0239520958083832,0.00684043284215625,0.00598802395209581,0.00262575540381075,0.0016937065430558,0.0134228187919463,0.0075503355704698,0.00177935943060498,0.0124549350464969,0.00938139400145199,0.00549021233382452,0.00359708373105858,0.00227500398385289,0.000167222032617331,0.000140384443248587,0.000143937468994753,7.49369766449883e-05,6.05006275120379e-05
"IN","IND","India","Himachal Pradesh",2021-03-22,100,1,421674.305463261,1,421674.305463261,16,95,9733909.07407463,700,2,572654.586550049,2,572654.586550049,78,661,64870923.9358724,0.01,0.0433201401671556,0.01,0.0433201401671556,0.00237212750185322,0.00285714285714286,0.00285714285714286,0.00166201444674096,0.00974862853563128,0.00936284618709603,0.00264258554121832,0.00499738268988921,0.00189402806421089,9.70990267366022e-05,0.000124912092513271,0.000177753342620064,0.000175433995106922,3.6951378742411e-05
"IN","IND","India","Jammu and Kashmir",2021-03-22,100,3,604483.559813488,2,562876.653106491,28,89,7541666.39143418,716,14,1196059.55266808,8,903752.236033574,129,659,55800502.331111,0.03,0.0801525191435225,0.02,0.0746355810362821,0.00443108086722583,0.0195530726256983,0.0111731843575419,0.00275705828292975,0.0133295645428986,0.0146295973566889,0.00571084052215806,0.00883454328940816,0.00311677746353924,0.000255664213939806,0.000121893356948523,0.000353435499154113,0.000250016496124519,1.97731554641767e-05
"IN","IND","India","Jharkhand",2021-03-22,100,1,367685.533894353,1,367685.533894353,10,92,22403624.960263,703,13,1714227.65311403,6,975762.98406985,70,651,149090909.336622,0.01,0.0164118768523626,0.01,0.0164118768523626,0.00153092467850582,0.0184921763869132,0.0085348506401138,0.00151446312282296,0.0181733766095732,0.0198583083078476,0.00677245660876577,0.00673918205893854,0.00199041895519762,0.000324795449599161,0.000131420935173413,0.000313293771654618,0.000131942412162525,5.64662600141034e-05
"IN","IND","India","Karnataka",2021-03-22,218,3,232091.533267924,0,0,20,211,38072944.1271499,1576,10,1208925.6484777,2,291038.815122552,162,1514,263365839.048307,0.0137614678899083,0.00609597021162382,0,0,0.00133502436419465,0.00634517766497462,0.00126903553299492,0.00150706085921075,0.00654222399019487,0.00578585452226207,0.00254689154555275,0.00267602172711079,0.00206390349391347,9.25502834625474e-05,0.000101229077036778,-1.0905174236979e-05,3.86093235226113e-05,6.69160563493393e-05
"IN","IND","India","Kerala",2021-03-22,205,4,182473.343024796,3,146265.8258551,40,194,27920874.4290833,1460,12,599691.851448937,4,230665.173065835,281,1375,212411801.642328,0.0195121951219512,0.00653537350659496,0.0146341463414634,0.0052385832767023,0.00290402207056774,0.00821917808219178,0.00273972602739726,0.00287836107554417,0.00775086883443493,0.00704321390179133,0.00327379721630015,0.00243368351105486,0.00287461002160998,-7.21151539755444e-05,-3.33219956949031e-05,-1.96894373604681e-05,4.33199695463666e-05,-8.58252306664212e-06
"IN","IND","India","Madhya Pradesh",2021-03-22,232,3,158054.427651274,2,81823.3770512085,46,215,46044984.0690755,1676,19,3332312.89086262,10,2001563.66144952,305,1555,314325004.620304,0.0129310344827586,0.00343260902021738,0.00862068965517241,0.00177703128159322,0.00301342941369145,0.0113365155131265,0.00596658711217184,0.00276255604365744,0.0172290024166103,0.0148476839197977,0.00964271242680747,0.00864746703502419,0.00334360160966134,0.000417509328091277,0.000235157245477648,0.000472137854245159,0.000285775411278675,9.46934985241654e-05
"IN","IND","India","Maharashtra",2021-03-22,394,3,437144.914908902,1,45174.4368947807,103,371,68772680.851735,2730,21,2694563.52095031,7,653897.826077346,738,2611,504131310.38891,0.00761421319796954,0.00635637450067317,0.00253807106598985,0.000656866016204472,0.00391025397669033,0.00769230769230769,0.00256410256410256,0.00398099050064462,0.00854770195747023,0.00781766757892108,0.00315638782397781,0.00260412850541536,0.0046593132426989,0.000224674741392031,8.74961275972611e-05,0.000257488556057402,0.000112180482063105,0.000126844900896855
"IN","IND","India","Manipur",2021-03-22,100,0,0,0,0,14,91,8897023.8812195,700,4,106434.482894494,0,0,116,636,74714387.8491021,0,0,0,0,0.00216684723726977,0.00571428571428571,0,0.00256887235361857,0.00662533963431341,0.00280037020083284,0.003554810362689,0.00194759951896715,0.00229481199546079,-0.000347068094936057,-0.000242076467801074,-0.000232108842780099,-0.000195819867734574,-6.38919211322737e-06
"IN","IND","India","Meghalaya",2021-03-22,100,2,121834.630841712,0,0,2,94,25815977.5071753,700,15,2905767.47532238,0,0,14,649,161664858.590195,0.02,0.00471934989902471,0,0,0.000299670362601139,0.0214285714285714,0,0.000303826037891447,0.017746321513594,0.00995754101497748,0.00509772787754381,0.00306746317362764,0.000810849731024898,0.000333405053584955,-0.000108045271457748,-2.49354503801712e-05,-0.00015715771168136,-9.05396587674684e-07
"IN","IND","India","Mizoram",2021-03-22,100,3,225239.420222605,1,179343.247021631,11,89,7235040.63523968,700,25,1641081.21665708,10,1336546.49115557,74,634,54091094.7418384,0.03,0.0311317422497301,0.01,0.0247881464753777,0.00174078176926729,0.0357142857142857,0.0142857142857143,0.00164393299862265,0.0253361460086936,0.0173607761455406,0.00478440782969674,0.00779677482776862,0.0010996835188926,0.000349543167764992,-4.79521923770468e-05,-0.000355880168942203,-3.99186908194575e-05,-1.88381493948494e-05
"IN","IND","India","Nagaland",2021-03-22,100,2,207618.97973673,0,0,11,90,10861076.7391495,700,12,1536664.95661158,0,0,90,637,71942638.6271256,0.02,0.0191158744867674,0,0,0.00172143974960876,0.0171428571428571,0,0.00198996174851306,0.0138127705958163,0.0128143141087917,0.000655923279451571,0.000158459441016974,0.00157970913733972,0.000471065652716042,6.84071393785636e-05,0.000299697955687899,1.66779158586551e-05,-2.10119727525496e-05
"IN","IND","India","NCT of Delhi",2021-03-22,210,0,0,0,0,19,202,13860391.9658201,1333,9,322231.939068784,4,173038.441418694,176,1275,84984540.3033529,0,0,0,0,0.00132478036536048,0.00675168792198049,0.00300075018754689,0.00194421430544049,0.00919533806899827,0.00605536755515488,0.00359531172415727,0.00233402118565402,0.00269098421580883,0.000154747545305821,0.00011986299100431,0.000181259253850021,9.18128050362578e-05,6.4125167506128e-05
"IN","IND","India","Odisha",2021-03-22,118,0,0,0,0,16,113,25583818.2186648,882,11,2569393.29200249,5,505749.473090233,67,819,177820300.422931,0,0,0,0,0.00199426648385891,0.0124716553287982,0.00566893424036281,0.00115221241981805,0.010061770307314,0.0106624456210794,0.00348031320696791,0.00290671689311849,0.00186079579686709,8.72609005822159e-05,8.82592593103977e-05,7.09759748547747e-06,2.57377261601136e-05,1.85733339662603e-05
"IN","IND","India","Puducherry",2021-03-22,100,0,0,0,0,19,96,7869919.32035632,700,0,0,0,0,145,673,55488376.2545996,0,0,0,0,0.00278755868544601,0,0,0.00303455203733545,0.00363216570947595,0.00126302059747216,0.000235294961284632,3.88071276087948e-05,0.00274261283456975,0.000143507921180021,-1.34772561198092e-05,6.53679764765469e-05,-1.98491866887576e-06,-1.0911964212335e-05
"IN","IND","India","Punjab",2021-03-22,136,1,190469.349081212,0,0,35,134,23437571.5993507,900,13,2354585.35441181,9,1556336.86142905,161,861,155499668.821773,0.00735294117647059,0.00812666740126306,0,0,0.00367878915282741,0.0144444444444444,0.01,0.00263368830871407,0.0139961934250864,0.011877779920276,0.00784141072623637,0.00656650644783738,0.00311297696133341,0.000342317411374105,0.000269410364610038,0.000235283904245767,0.000218454362279046,6.58327721116065e-05
"IN","IND","India","Rajasthan",2021-03-22,221,0,0,0,0,21,206,45534238.9749514,1527,20,2231891.67113716,7,686985.570606061,221,1409,306283163.099391,0,0,0,0,0.00143579926158895,0.0130975769482646,0.0045841519318926,0.00220913843600996,0.0134151472499266,0.0128235569096758,0.00543493020266899,0.00452151973971068,0.00198660870963197,0.000129372971739489,2.18502463236437e-05,0.000226907335216885,3.09553575533195e-05,1.57103102489766e-05
"IN","IND","India","Sikkim",2021-03-22,100,2,17355.995880467,1,9364.97553041822,11,90,3314145.74523943,700,13,1830143.59752576,6,56189.8531825093,87,636,28326567.2114233,0.02,0.00523694406179866,0.01,0.00282575850620644,0.00172143974960876,0.0185714285714286,0.00857142857142857,0.00192665426521393,0.0162484776327243,0.0221477459411526,0.00916147848322888,0.00243966121770836,0.00178042750177338,-0.000140112212617444,-0.00037949529129513,-0.000389110283259905,-0.000106244840205086,-1.82948540834737e-05
"IN","IND","India","Tamil Nadu",2021-03-22,288,0,0,0,0,51,272,55188030.5571717,2150,9,807846.700636833,6,399898.066922944,265,2056,381978238.037205,0,0,0,0,0.00264084507042254,0.00418604651162791,0.0027906976744186,0.00181536690962898,0.00676463460741628,0.00642585736111032,0.00276371222894974,0.00256656271617629,0.0018869125267317,5.30166258019813e-05,5.79916266771032e-05,0.000114791371668825,9.88715937179563e-05,2.75657510772147e-05
"IN","IND","India","Telangana",2021-03-22,275,5,137315.752650388,2,54777.9547969283,37,263,23149838.8247308,1522,15,655950.739020542,4,132543.618793484,251,1461,144856128.686542,0.0181818181818182,0.00593160728634079,0.00727272727272727,0.00236623482399408,0.00198147057248434,0.00985545335085414,0.0026281208935611,0.00241972023792309,0.0111706801628056,0.0103526829746237,0.00442864016298871,0.00419761511189885,0.00315427218650222,0.000193569789914812,3.97544842319071e-05,0.000165275147264838,1.40558455625341e-05,7.96297236454908e-05
"IN","IND","India","Tripura",2021-03-22,100,1,59459.3109073264,0,0,12,89,13637605.8215491,700,4,237837.243629306,0,0,94,593,120116365.249191,0.01,0.00435995230287222,0,0,0.0018990346573825,0.00571428571428571,0,0.00223262000332518,0.0121016991770321,0.0103454455705735,0.000144153017729418,3.34269885726551e-05,0.00202122740646059,-0.000200902092534246,-4.94518178435191e-05,0.000100701164955901,-1.14924485798359e-05,-3.49433512799468e-05
"IN","IND","India","Uttar Pradesh",2021-03-22,370,5,2029035.15082017,2,1535125.25382589,33,345,114055391.073194,2553,41,10289937.4523138,16,5244401.76743805,259,2378,787970862.288667,0.0135135135135135,0.017789910075518,0.00540540540540541,0.0134594712216693,0.00134721371708512,0.0160595377986682,0.00626713670191931,0.00153401485447589,0.0164186560839749,0.0162488337220373,0.0061697010397197,0.00595499948237019,0.00214728628048106,0.000329376940221898,0.000156730337680564,0.000459214298489998,0.000165005833463982,6.08180010066595e-05
"IN","IND","India","Uttarakhand",2021-03-22,100,2,55941.7291466694,1,18977.947894268,6,93,6955066.34541146,700,14,2373822.09446926,6,212614.128416026,51,643,72097902.9510582,0.02,0.00804330632785069,0.01,0.00272865087862009,0.000908677873693776,0.02,0.00857142857142857,0.00111712264254266,0.013361985738937,0.0203038613715072,0.0039501043210094,0.00468881397554846,0.00158445166695979,-7.32231486841981e-05,5.95322131085343e-05,0.000504759265191513,0.000240023132214291,1.81835681000623e-05
"IN","IND","India","West Bengal",2021-03-22,323,3,250490.884976268,0,0,33,303,54274363.7179127,2285,19,3698585.73489831,6,1423959.44749371,276,2144,386980270.229527,0.00928792569659443,0.00461527078010859,0,0,0.00153395621252266,0.00831509846827133,0.00262582056892779,0.00181311751103637,0.0104773330107912,0.00889139772574297,0.00361267744505853,0.00309369687629496,0.00199615552179312,-9.33701473970716e-05,-3.06738853209412e-05,-5.28748951609122e-05,-1.13899679182027e-05,3.5144223559048e-05
"IN","IND","India","Andhra Pradesh",2021-03-23,212,0,0,0,0,31,205,27628560.5594505,1464,9,2982560.25145952,4,627468.344810803,203,1382,216439419.692076,0,0,0,0,0.00212985228443834,0.00614754098360656,0.00273224043715847,0.00206885306047573,0.00960997447336193,0.0102245693186693,0.00337485261309027,0.00315918790549782,0.00221985495995575,-2.32580230654629e-05,-2.42940071143175e-06,2.07841163273842e-05,6.91809729131725e-05,3.98403022936217e-05
"IN","IND","India","Arunachal Pradesh",2021-03-23,100,3,242378.211083489,1,133296.069987596,12,93,11751815.2819066,700,21,1903501.93716378,7,933072.489913172,69,648,76541831.2911848,0.03,0.0206247464982419,0.01,0.0113425940410093,0.00181735574738755,0.03,0.01,0.00149973917579551,0.0205641621082959,0.0174003631472331,0.0041473145746157,0.00464581869495822,0.00213640291300857,7.15514044616496e-05,9.60581110556503e-05,0.000224519612921441,7.66245180535069e-05,-1.27734256884534e-05
"IN","IND","India","Assam",2021-03-23,118,0,0,0,0,10,114,23483511.7049907,719,8,1717283.53261509,2,277810.641994867,77,657,155493049.374539,0,0,0,0,0.00123548307388189,0.0111265646731572,0.00278164116828929,0.00165069565030977,0.0153360242156056,0.0164810488977737,0.00455322816582323,0.00256070085073287,0.00170086257506607,0.000189899263108966,8.93804806818252e-05,-0.000107314681564184,2.90918663316258e-05,1.61688725536484e-05
"IN","IND","India","Bihar",2021-03-23,231,6,754584.77980549,1,277957.198972487,24,205,67127072.5937416,1673,19,3870410.99976973,4,1417420.02076531,158,1512,448695979.212496,0.025974025974026,0.0112411393890554,0.00432900432900433,0.00414076151740902,0.00164891789762968,0.0113568439928273,0.00239091452480574,0.00147179372531485,0.0202372267434112,0.017531493356477,0.00686385018384197,0.00653362670135291,0.00224783346573582,-7.34915658137907e-05,2.77776133633185e-05,-7.57478314350259e-05,0.000104952019085347,2.32634572293638e-05
"IN","IND","India","Chandigarh",2021-03-23,100,2,24371.5425199587,1,6671.58559230153,29,93,6380494.24383122,700,12,172065.540380418,6,96319.8509233857,141,639,56733141.0988846,0.02,0.00381969508765275,0.01,0.00104562206897244,0.00439194305618658,0.0171428571428571,0.00857142857142857,0.00310784897176486,0.0150337921582753,0.00885784098943835,0.0066799072906004,0.00182610401954435,0.00398829510486549,0.000293852381180555,4.1799662807312e-05,0.000162678347233208,6.13339757261057e-05,0.000109378814214143
"IN","IND","India","Chhattisgarh",2021-03-23,100,1,45296.9595146358,0,0,27,93,16265262.2280319,700,7,2597155.78170862,1,1837076.10970085,121,651,153107570.320517,0.01,0.00278488959351482,0,0,0.00408905043162199,0.01,0.00142857142857143,0.00261785768373683,0.0142452643454908,0.0166160907631384,0.00593968371480619,0.008864566046445,0.00363105070108332,0.000508492795399923,0.000216500766681235,0.000627441893075047,0.000339617325789596,0.000116931108317524
"IN","IND","India","Goa",2021-03-23,100,1,49764.5577892887,0,0,19,94,8566202.75068129,700,10,660158.41975811,0,0,92,644,47179374.6227064,0.01,0.00580940694934297,0,0,0.00284686844471082,0.0142857142857143,0,0.00201207243460765,0.00730765335574936,0.014166791224504,0.00154967822461014,0.00705995944372051,0.00230936301035762,-7.54416781740733e-05,-0.000222144244457486,-0.000674522758543505,-0.000955659492671725,3.87262732127893e-05
"IN","IND","India","Gujarat",2021-03-23,223,3,1716268.04288039,3,1716268.04288039,74,213,38363731.349099,1762,15,3434981.80674187,8,2827529.31920341,425,1675,265829261.146467,0.0134529147982063,0.0447367339548606,0.0134529147982063,0.0447367339548606,0.00489320901937446,0.00851305334846765,0.00454029511918275,0.00357368089131806,0.0144732251190887,0.0144214458593007,0.00581290230633956,0.00682571356052874,0.00491283785190539,0.000268540550158159,0.000204681985601107,0.000358330716904005,0.000183173012225457,0.000190677429218832
"IN","IND","India","Haryana",2021-03-23,174,3,340876.406491274,2,97975.5503799689,15,167,17038205.7657321,1202,18,1419923.81045093,10,599256.674879657,140,1136,111489749.203929,0.0172413793103448,0.0200065905517386,0.0114942528735632,0.00575034435709311,0.00126507548283714,0.0149750415973378,0.00831946755407654,0.00173576671295378,0.0126989960340488,0.00956826226364966,0.00567055038586058,0.00372081735528754,0.00236151614586268,0.000186364442504037,0.000150777651856,0.00015430527389744,8.80496047017647e-05,6.74633649132309e-05
"IN","IND","India","Himachal Pradesh",2021-03-23,100,2,443056.753133449,1,421674.305463261,7,93,9251473.66686613,700,4,1015711.3396835,3,994328.89201331,74,661,62167510.9964135,0.02,0.0478903976909369,0.01,0.0455791499438057,0.00106012418597607,0.00571428571428571,0.00428571428571429,0.00157678293665168,0.00992097089023783,0.00956808469824418,0.00282607303243162,0.00515053741305105,0.00194294345234499,0.000117719968884709,0.000142022283261835,0.00018482269158764,0.000170134270187472,4.05168718107096e-05
"IN","IND","India","Jammu and Kashmir",2021-03-23,100,3,648276.059444457,1,504498.896832899,19,85,8435198.1937575,716,15,1656883.79067153,7,1220799.31142547,132,655,55823653.4325304,0.03,0.0768536843537613,0.01,0.0598087780801944,0.00314830157415079,0.0209497206703911,0.00977653631284916,0.00283840447263735,0.0134764994903738,0.0148126954544538,0.00577369404416456,0.00894842736440958,0.00314650840896797,0.000227147478790553,0.000106108893686983,0.000308347477399376,0.000214308598428966,2.25004642290566e-05
"IN","IND","India","Jharkhand",2021-03-23,100,2,714834.782314793,1,460073.821603475,11,94,25518153.272087,701,14,2274508.54346848,7,1435836.80567332,68,649,151340150.512456,0.02,0.0280127944484413,0.01,0.0180292757355105,0.00164818699430626,0.0199714693295292,0.00998573466476462,0.00147572646975846,0.0185213273059365,0.0201473900943716,0.00692191840528597,0.00689178077691433,0.00206811071351585,0.00033271124811441,0.000137136218060489,0.000306939336235557,0.000138256351004662,6.21458273621688e-05
"IN","IND","India","Karnataka",2021-03-23,213,2,129079.521321032,1,69630.2909741701,32,207,36351653.2357397,1601,11,1254338.73588117,3,360669.106096722,174,1540,265141668.167489,0.00938967136150235,0.0035508569715923,0.00469483568075117,0.00191546421623851,0.00217731509831938,0.00687070580886946,0.0018738288569644,0.00159136638009877,0.00667485005432131,0.00580327513334722,0.0026769079587474,0.0027278820114898,0.00214575192771063,0.000103152696614467,0.000109617100305541,-4.87372504483502e-06,4.15690403504421e-05,7.11541400847041e-05
"IN","IND","India","Kerala",2021-03-23,223,0,0,0,0,42,210,28366739.884663,1461,10,566161.324598235,4,230665.173065835,283,1374,207797871.708128,0,0,0,0,0.0028169014084507,0.00684462696783025,0.0027378507871321,0.00290095741845542,0.00769262871238435,0.00707775839318398,0.00323344323384103,0.00249309362363995,0.00288136525623579,-6.94380462422927e-05,-3.56818641585191e-05,-5.42903353684077e-06,4.84142934356156e-05,-4.26174081306829e-06
"IN","IND","India","Madhya Pradesh",2021-03-23,213,2,158070.303237904,1,52654.0935667052,63,196,46341671.0677193,1654,19,3296931.88082129,11,2054217.75501622,317,1534,312661399.553605,0.00938967136150235,0.00341097546972174,0.00469483568075117,0.00113621482250309,0.0045271629778672,0.0114873035066505,0.00665054413542926,0.00291055328056999,0.0177439879129154,0.0154373633852329,0.00991584501973841,0.00899672398217181,0.00346032239494772,0.000445648408859774,0.000246692241237189,0.000504718380466735,0.00030356030830236,0.000100830266768686
"IN","IND","India","Maharashtra",2021-03-23,417,5,581494.525444016,1,93947.3617177758,146,400,80034824.4730191,2789,22,2377441.91248131,8,747845.187795122,788,2667,515475764.335188,0.0119904076738609,0.00726551884473797,0.00239808153477218,0.00117383104587737,0.00514084507042253,0.00788813194693438,0.00286841161706705,0.00416145164952972,0.0088062432891058,0.00810141585971347,0.00326301335491521,0.00275049021403144,0.00479572633895173,0.000235884059134645,9.33544267559704e-05,0.000266970812854764,0.000122575686718809,0.000129734380933268
"IN","IND","India","Manipur",2021-03-23,100,0,0,0,0,10,90,7949728.83252576,700,2,53217.2414472471,0,0,107,638,70244853.2740249,0,0,0,0,0.00156494522691706,0.00285714285714286,0,0.00236213519360678,0.00635630507506454,0.00266011693622508,0.003389610072417,0.00183091237912036,0.00228791516024723,-0.000329813701813298,-0.000222477354728263,-0.000207655587086804,-0.000174064373731595,-6.55043379866529e-06
"IN","IND","India","Meghalaya",2021-03-23,100,2,121834.630841712,0,0,2,93,26615484.9152809,700,16,2635494.28915025,0,0,14,649,165502771.926308,0.02,0.00457758448623127,0,0,0.000302892624564592,0.0228571428571429,0,0.000303826037891447,0.0179624064330417,0.00988338120697341,0.00501833591676285,0.00293635296035358,0.000824054629575805,0.000303422284930433,-9.98666648231292e-05,-4.13190641527945e-05,-0.000150606253609342,3.03599667136872e-06
"IN","IND","India","Mizoram",2021-03-23,100,4,241830.471382996,1,179343.247021631,5,89,7190314.81447181,700,25,1641907.61845182,9,1309498.57048752,69,632,53255339.0506692,0.04,0.0336328071333216,0.01,0.0249423358572104,0.00079126444057604,0.0357142857142857,0.0128571428571429,0.0015377072561954,0.0254888329900575,0.0168827236987267,0.00465541755660101,0.0075813084258557,0.00108646600013303,0.000295872118604827,-7.21550682910269e-05,-0.000393713141436417,-9.07815582789111e-05,-1.76140715541696e-05
"IN","IND","India","Nagaland",2021-03-23,100,2,207618.97973673,0,0,11,88,11323283.0017713,700,13,1588700.21752458,0,0,92,633,73856660.5980864,0.02,0.0183355816245388,0,0,0.00176056338028169,0.0185714285714286,0,0.00204703735843179,0.0142794414174802,0.013006054655307,0.000754251259025373,0.000182849779516294,0.00155877984373471,0.00047223361476292,7.66875866552855e-05,0.0002699287441234,1.87879583557251e-05,-2.11265358808554e-05
"IN","IND","India","NCT of Delhi",2021-03-23,180,1,15744.0673812009,0,0,12,171,12028322.1506189,1341,9,228407.544088735,3,63469.9790574443,172,1286,87035846.7226728,0.00555555555555556,0.00130891633796081,0,0,0.00098838645910551,0.00671140939597315,0.00223713646532438,0.00188377543644448,0.00947452088557283,0.00636377602675267,0.00376859841388944,0.00247399970931044,0.00279080706038715,0.00018691737303764,0.000133579561978039,0.000215074305903125,0.000103970760195987,7.34653265841112e-05
"IN","IND","India","Odisha",2021-03-23,117,3,816495.371633457,0,0,12,108,23284149.3230985,882,13,3265128.006785,4,384988.816239292,68,815,174755235.845398,0.0256410256410256,0.0350665751324431,0,0,0.00156494522691706,0.0147392290249433,0.00453514739229025,0.0011751490538322,0.0101679246928214,0.0106388958573733,0.00356859958573229,0.00293493766918588,0.00189636818061591,9.3242345778993e-05,8.8856934405677e-05,-1.4988351650446e-06,2.63920314648204e-05,2.31796250657175e-05
"IN","IND","India","Puducherry",2021-03-23,100,0,0,0,0,20,96,7796501.4495214,700,0,0,0,0,147,673,55065228.951181,0,0,0,0,0.00293427230046948,0,0,0.0030764079275056,0.00379911005570602,0.00133063951120249,0.000249000277735653,4.14262817890071e-05,0.00273266877472988,0.000152629545474153,-6.08269905603484e-06,6.68025781450775e-05,-7.43934256850108e-07,-1.09864316573492e-05
"IN","IND","India","Punjab",2021-03-23,130,4,258416.155339684,2,56434.9339609745,25,114,20557921.9159148,889,16,2505847.31903518,10,1505617.60467371,169,840,153042779.770093,0.0307692307692308,0.0125701496676876,0.0153846153846154,0.00274516724948185,0.00308870768470472,0.0179977502812148,0.0112485939257593,0.0028336686787391,0.0143514480658448,0.0121292728205146,0.00807980426407082,0.00675113649902269,0.00318604050983367,0.000347911314430513,0.000262167104881373,0.000240497242542702,0.000209587795701305,6.8071162343125e-05
"IN","IND","India","Rajasthan",2021-03-23,179,1,660926.002269262,0,0,20,167,37073472.7702936,1464,14,1956360.50788409,5,460892.770111883,207,1344,294872018.992727,0.00558659217877095,0.0178274640297213,0,0,0.00168676731044952,0.00956284153005465,0.00341530054644809,0.00216926559356137,0.0135925458418446,0.0131692308365599,0.0054726901195772,0.00458245043265294,0.00201186216266808,0.000142849010539823,2.62765088637912e-05,0.00026033332910804,3.8401012585077e-05,1.81615816928156e-05
"IN","IND","India","Sikkim",2021-03-23,100,2,17355.995880467,1,9364.97553041822,11,92,3475421.51890558,700,14,1410004.42258295,7,65554.8287129275,83,637,27333497.2060511,0.02,0.00499392542344975,0.01,0.00269463012744631,0.0016840171463564,0.02,0.01,0.00183518694585093,0.0160796531161192,0.0213753350053133,0.00879730549722993,0.00233705570025171,0.00176394794373267,-0.000150069250817627,-0.000378393844889188,-0.000507845752156475,-0.000106214103132896,-1.81190630816013e-05
"IN","IND","India","Tamil Nadu",2021-03-23,251,3,200445.850030156,1,42492.0084249744,21,233,49878969.1498705,2095,12,1008292.55066699,7,442390.075347918,266,1994,377807196.589183,0.0119521912350598,0.00401864460004937,0.00398406374501992,0.000851902297685812,0.00126941908964517,0.00572792362768496,0.00334128878281623,0.00187887606481416,0.00682264390356676,0.00654283138255752,0.00281143254829683,0.0026664754112443,0.00192617538507634,5.41225178250075e-05,5.50826029100711e-05,0.000116008344040951,9.94533366765572e-05,3.08435660282651e-05
"IN","IND","India","Telangana",2021-03-23,261,1,45112.6982995275,0,0,71,250,24380242.9351507,1558,14,624308.324360695,3,95195.4537921735,289,1494,149816244.2056,0.00383141762452107,0.00185037935920176,0,0,0.004,0.00898587933247754,0.00192554557124519,0.00272451307577729,0.0114020515299511,0.0105922284923994,0.00447465867210706,0.00424438686763654,0.00325645080258184,0.000204348144027724,4.13220607237551e-05,0.000186173298983886,2.24402418364658e-05,8.580499393491e-05
"IN","IND","India","Tripura",2021-03-23,100,1,59459.3109073264,0,0,8,92,13268558.741489,700,5,297296.554536632,0,0,89,604,113285221.239704,0.01,0.00448121850049961,0,0,0.00122473974280465,0.00714285714285714,0,0.00207536610390822,0.0119318748820496,0.0104344361479792,0.000116745534496548,2.71478341213963e-05,0.00199611262161066,-0.000190442775493973,-4.25885128050402e-05,0.000100102971088586,-9.88545519423606e-06,-3.25935353799613e-05
"IN","IND","India","Uttar Pradesh",2021-03-23,345,2,374979.218634226,1,108646.581701453,23,323,125184350.321599,2516,41,10334958.7374593,15,5023090.41565075,256,2349,786421942.324327,0.00579710144927536,0.00299541610170044,0.00289855072463768,0.000867892683249461,0.00100292155409236,0.0162957074721781,0.00596184419713832,0.00153496543329796,0.0168466342078035,0.0167890873368174,0.00637381469385509,0.006147798625604,0.00223492571077822,0.000354712327196148,0.000168632412043948,0.0004809663657054,0.000171768020592928,6.80498500540099e-05
